linha
SENNA FIX
LISTAGEM DE PRODUTOS 22/06/2026 11:32:38
página: 1 de 10
Geral
Código Descricao Local. Saldo Un Atacado Varejo Fornecedor
"377 FITA ADESIVA DUPLA FACE 2M X 25M 248,000 UN 7,990000 0,000000 SETE MARES COMER"
"317 FITA ADESIVA, ANTIDERRAPANTE, DE F -6,000 UN 15,920000 0,000000 SETE MARES COMER"
"318 FITA ADESIVA, ANTIDERRAPANTE, DE F 52,000 UN 17,820000 0,000000 SETE MARES COMER"
"378 FITA ADESIVA, DUPLA FACE VERMELH 227,000 UN 7,990000 0,000000 SETE MARES COMER"
"215 FITA FIXA- FACIL - 12 MM X 2 M 1666,000 UN 4,560000 0,000000 APLASTEC"
"216 FITA FIXA- FACIL - 18 MM X 2 M 2480,000 UN 6,140000 0,000000 APLASTEC"
"357 FITA FIXTAPE BUTILICA 10CM X 5M X 1 141,000 UN 32,050000 0,000000 KL VITORIA - COM. D"
"364 FITA FIXTAPE BUTILICA 5CMX5MX1.2M 76,000 UN 17,220000 0,000000 KL VITORIA - COM. D"
"358 FITA FIXTAPE BUTILICA IMPERMEAVE 87,000 UN 45,980000 0,000000 KL VITORIA - COM. D"
"423 FITA FIXTAPE BUTILICA IMPERMEAVE 142,000 UN 79,940000 0,000000 KL VITORIA - COM. D"
"394 FITA ISOLANTE 10MX17MMX0,15MM 403,000 UN 2,440000 0,000000 SETE MARES COMER"
"63 FITA ISOLANTE 19 X 10M X 0.13M ISOLA 144,000 UN 3,800000 0,000000 KL VITORIA - COM. D"
"74 FITA ISOLANTE 19 X 20M X 0.13M 98,000 UN 5,500000 0,000000 KL VITORIA - COM. D"
"348 FITA ISOLANTE 5M 90,000 UN 1,460000 0,000000 SETE MARES COMER"
"505 FITA METRICA 7X24MM 50,000 UN 14,980000 0,000000 SETE MARES COMER"
"398 FITA VEDA ROSCA 18MMX10M 14,000 UN 1,990000 0,000000 SETE MARES COMER"
"79 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,930000 0,000000 KL VITORIA - COM. D"
"80 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"89 FOLHA DE LIXA D AGUA 230X280MM G 0,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"81 FOLHA DE LIXA D AGUA 230X280MM G 48,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"82 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"90 FOLHA DE LIXA D AGUA 230X280MM G 40,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"83 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"84 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"85 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"86 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,680000 0,000000 KL VITORIA - COM. D"
"87 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"88 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,510000 0,000000 KL VITORIA - COM. D"
"78 FOLHA DE LIXA D AGUA 230X280MM G 50,000 UN 1,930000 0,000000 KL VITORIA - COM. D"
"96 FOLHA DE LIXA PARA FERRO 230X280 50,000 UN 1,930000 0,000000 KL VITORIA - COM. D"
"97 FOLHA DE LIXA PARA FERRO 230X280 50,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"98 FOLHA DE LIXA PARA FERRO 230X280 50,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"99 FOLHA DE LIXA PARA FERRO 230X280 50,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"100 FOLHA DE LIXA PARA FERRO 230X280 -5,000 UN 1,600000 0,000000 KL VITORIA - COM. D"
"91 FOLHA DE LIXA PARA FERRO 230X280 40,000 UN 2,380000 0,000000 KL VITORIA - COM. D"
"92 FOLHA DE LIXA PARA FERRO 230X280 50,000 UN 2,270000 0,000000 KL VITORIA - COM. D"
"93 FOLHA DE LIXA PARA FERRO 230X280 0,000 UN 2,270000 0,000000 KL VITORIA - COM. D"
"94 FOLHA DE LIXA PARA FERRO 230X280 0,000 UN 2,030000 0,000000 KL VITORIA - COM. D"
"95 FOLHA DE LIXA PARA FERRO 230X280 12,000 UN 2,250000 0,000000 KL VITORIA - COM. D"
"108 FORRO CABECA PHILIPS FLANGEADA C 48,000 CT 82,180000 0,000000 KL VITORIA - COM. D"
"109 FORRO CABECA PHILIPS FLANGEADA C 12,000 CT 79,970000 0,000000 KL VITORIA - COM. D"
"110 FORRO CABECA PHILIPS FLANGEADA C 16,000 CT 100,080000 0,000000 KL VITORIA - COM. D"
"111 FORRO CABECA PHILIPS FLANGEADA C 40,000 CT 76,930000 0,000000 KL VITORIA - COM. D"
"122 FORRO CABECA PHILIPS FLANGEADA P 0,000 CT 67,950000 0,000000 KL VITORIA - COM. D"
"112 FORRO CABECA PHILIPS FLANGEADA P 12,000 CT 68,740000 0,000000 KL VITORIA - COM. D"
"115 FORRO CABECA PHILIPS FLANGEADA P 0,000 CT 77,950000 0,000000 KL VITORIA - COM. D"
"117 FORRO CABECA PHILIPS FLANGEADA P 27,000 CT 68,110000 0,000000 KL VITORIA - COM. D"
"118 FORRO CABECA PHILIPS FLANGEADA P 30,000 CT 86,960000 0,000000 KL VITORIA - COM. D"
"120 FORRO CABECA PHILIPS FLANGEADA P 0,000 CT 104,450000 0,000000 KL VITORIA - COM. D"
"121 FORRO CABECA PHILIPS FLANGEADA P 72,000 CX 9,200000 0,000000 CONTROLESIS TECN"
"128 GESSO CABECA TROMBETA PHILIPS P 8,000 CT 60,480000 0,000000 KL VITORIA - COM. D"
Nucleu Tecnologia. 4109 1212
SENNA FIX
LISTAGEM DE PRODUTOS 22/06/2026 11:32:38
página: 7 de 10
Geral
Código Descricao Local. Saldo Un Atacado Varejo Fornecedor
"349 GRAMPOS PARA FIXACAO 10MM 28,000 UN 3,680000 0,000000 SETE MARES COMER"
"350 GRAMPOS PARA FIXACAO DE FIOS 6M 39,000 UN 2,960000 0,000000 SETE MARES COMER"
"351 GRAMPOS PARA FIXACAO DE FIOS 8M 66,000 PC 3,320000 0,000000 SETE MARES COMER"
"49 JOGO CHAVE COMBINADA C/8PCS 8,9 6,000 UN 38,280000 0,000000 STARTOOLS FERRA"
"51 JOGO CHAVE FIXA 6X7,8X9,10X11,12X 3,000 UN 37,660000 0,000000 STARTOOLS FERRA"
"50 JOGO CHAVE FIXA 6X7,8X9,10X11,12X 1,000 UN 21,440000 0,000000 STARTOOLS FERRA"
"557 JOGO DE BITS MAGNETICO PONTEIRA p 233,000 UN 29,840000 0,000000 SETE MARES COMER"
"561 JOGO DE BITS METALICOS 100MM 235,000 UN 33,340000 0,000000 SETE MARES COMER"
"382 JOGO DE BROCAS CHATAS PARA MADEI 71,000 UN 24,990000 0,000000 SETE MARES COMER"
"345 KIT TERMINAL ELETRICO,280 PCS 92,000 UN 30,900000 0,000000 SETE MARES COMER"
"106 LAMINA PARA ARCO DE SERRA 12 24 96,000 UN 5,500000 0,000000 KL VITORIA - COM. D"
"374 LANCAS PROTETORAS PARA MURO MT 1,000 UN 8,900000 0,000000 AKL COM ELETRICA"
"213 LORENZETTI RESISTENCIA ULTRA BEL -168,000 PC 39,950000 0,000000 KONECTA"
"316 MAQUINA ETIQUETADORA MANUAL, D 50,000 UN 30,920000 0,000000 SETE MARES COMER"
"379 MARTELO CABO EMBORRACHADO 2 92,000 UN 19,990000 0,000000 SETE MARES COMER"
"418 MARTELO CABO DE MADEIRA 27MM 16,000 UN 18,840000 0,000000 KL VITORIA - COM. D"
"380 MARTELO CABO EMBORRACHADO 50 27,000 UN 29,760000 0,000000 SETE MARES COMER"
"212 MAX BRAND LAMINA DE BARBEAR 227,000 UN 6,740000 0,000000"
"566 MINI MARTELO DE METAL CABO EMBOR 118,000 UN 16,020000 0,000000 SETE MARES COMER"
"567 MISTURADOR DE TINTA 400X80 98,000 UN 12,830000 0,000000 SETE MARES COMER"
"502 MISTURADOR DE TINTA DE METAL 100,000 UN 14,990000 0,000000 SETE MARES COMER"
"321 NIVEL P/ USO EM CONSTRUCAO CIVIL 4 26,000 UN 20,520000 0,000000 SETE MARES COMER"
"322 NIVEL P/ USO EM CONSTRUCAO CIVIL 5 41,000 UN 23,480000 0,000000 SETE MARES COMER"
"126 PARAF AUTO BROCANTE ARRUELA MO 4,000 CX 76,610000 0,000000 KL VITORIA - COM. D"
"414 PARAF AUTO BROCANTE CABECA CHA 50,000 CT 57,920000 0,000000 KL VITORIA - COM. D"
"114 PARAF FORRO CABECA PHILIPS FLAN 0,000 CT 67,950000 0,000000 KL VITORIA - COM. D"
"356 PARAF TELHEIRO 5/16 X 110M, ZINCAD 7,000 CX 70,400000 0,000000 KL VITORIA - COM. D"
"174 PARAF (ANFIX) GESSO CABECA TROMBE 100,000 UN 0,000000 0,000000 LUSTER IND DE MAT"
"127 PARAF (ANFIX) GESSO CABECA TROMBE -5,000 CX 33,440000 0,000000 KL VITORIA - COM. D"
"119 PARAF (ANFIX) STEEL FRAME CABECA P 17,000 CT 95,760000 0,000000 KL VITORIA - COM. D"
"415 PARAF AUTO BROCANTE ARRUELA 12 0,000 CT 78,460000 0,000000 KL VITORIA - COM. D"
"417 PARAF AUTO BROCANTE ARRUELA MO 15,000 CT 72,820000 0,000000"
"353 PARAF AUTO BROCANTE ARRUELA MO 6,000 CT 83,330000 0,000000 KL VITORIA - COM. D"
"416 PARAF AUTO BROCANTE COSTURA AR 4,000 CT 110,720000 0,000000 KL VITORIA - COM. D"
"422 PARAF AUTO BROCANTE PLACA CIME 10,000 CT 23,360000 0,000000 KL VITORIA-COM.D"
"440 PARAF AUTO PERFURANTE BICROMAT 15,000 CT 104,500000 0,000000 KL VITORIA - COM. D"
"326 PARAF AUTO PERFURANTE STEEL TILE 10,000 CT 95,470000 0,000000"
"329 PARAF AUTO PERFURANTE STEEL TILE 5,000 CT 112,000000 0,000000 KL VITORIA - COM. D"
"241 PARAF DRAYWALL FORRO CABECA PH 48,000 CT 75,650000 0,000000 KL VITORIA - COM. D"
"494 PARAF DRYWALL FORRO CABECA PHI 56,000 CT 34,860000 0,000000"
"335 PARAF DRYWALL FORRO CABECA PHI 24,000 CT 53,640000 0,000000 KL VITORIA - COM. D"
"492 PARAF DRYWALL FORRO CABECA PHI 42,000 CT 76,720000 0,000000"
"484 PARAFUSO CHIP 4.0 X 40 CHATA -ROSC 210,000 CT 8,910000 0,000000"
"488 PARAFUSO CHIP 4.0 X 50 CHATA PHS - 498,000 CT 13,140000 0,000000"
"483 PARAFUSO CHIP 5.0 X 30 CHATA -ROSC 746,000 CT 8,280000 0,000000"
"485 PARAFUSO CHIP 5.0 X 40 CHATA -ROSC 390,000 CT 10,800000 0,000000"
"486 PARAFUSO CHIP 5.0 X 50 CHATA -ROSC 456,000 CT 13,120000 0,000000"
"489 PARAFUSO CHIP 5.0 X 70 CHATA -ROSC 500,000 CT 14,370000 0,000000"
"487 PARAFUSO CHIP 6.0 X 50 CHATA PHS - 322,000 CT 14,900000 0,000000"
"490 PARAFUSO CHIP 6.0 X 60 CHATA -ROSC 500,000 CT 18,340000 0,000000"
"491 PARAFUSO CHIP 6.0 X 70 CHATA PHS - 500,000 CT 21,220000 0,000000"
Nucleu Tecnologia. 4109 1212
SENNA FIX
LISTAGEM DE PRODUTOS 22/06/2026 11:32:38
página: 8 de 10
Geral
Código Descricao Local. Saldo Un Atacado Varejo Fornecedor
"535 PENEIRA RED CAFE ARO 55 6,000 PE 59,460000 0,000000 COLLINS"
"507 PINCEL 38MM 384,000 UN 3,280000 0,000000 SETE MARES COMER"
"506 PINCEL 50MM 378,000 UN 4,180000 0,000000 SETE MARES COMER"
"508 PINCEL 63MM 348,000 UN 5,180000 0,000000 SETE MARES COMER"
"509 PINCEL 75MM 343,000 UN 6,080000 0,000000 SETE MARES COMER"
"258 PLUG BIG 10A 2P+T BRANCO A GRANE -18,000 UN 3,120000 0,000000"
"248 PLUG BIG 10A 2P+T PRETO A GRANEL 30,000 UN 3,120000 0,000000"
"165 PLUG BOB LATONADO -23,000 UN 1,900000 0,000000 CONTROLESIS TECN"
"207 PLUG MACHO PRETO -43,000 UN 2,610000 0,000000 LUSTER IND DE MAT"
"250 PLUGUE BIG 90 20A 2P BR A GRANEL 26,000 UN 4,960000 0,000000"
"256 PLUGUE BIG 90 20A 2P PR A GRANEL 44,000 UN 4,780000 0,000000"
"251 PLUGUE BIG 90 20A 2P+T BR A GRANEL -11,000 UN 6,820000 0,000000"
"257 PLUGUE BIG 90 20A 2P+T PR GRANEL 48,000 UN 6,640000 0,000000"
"480 PLUGUE DESMONTAVEL PINO MACHO 2 100,000 UN 3,100000 0,000000 APLASTEC"
"481 PLUGUE DESMONTAVEL PINO MACHO 2 100,000 UN 2,610000 0,000000 APLASTEC"
"478 PLUGUE DESMONTAVEL PINO MACHO 2 100,000 UN 4,990000 0,000000 ALVARENGA COME"
"477 PLUGUE DESMONTAVELPINO MACHO 2 100,000 UN 6,280000 0,000000 APLASTEC"
"153 PLUGUE MACHO 120,000 UN 2,610000 0,000000 LUSTER IND DE MAT"
"336 PLUGUE MACHO - BCON 141,000 UN 3,990000 0,000000 LUSTER IND DE MAT"
"337 PLUGUE MACHO 2P+T 20A 34,000 UN 3,980000 0,000000 LUSTER IND DE MAT"
"77 PONTA BIT PHILIPS PH2 50MM, MARCA E 0,000 UN 1,820000 0,000000 KL VITORIA - COM. D"
"419 PONTA BIT PHILLIPS 25MM -60,000 UN 1,720000 0,000000 KL VITORIA - COM. D"
"239 PONTEIRA PHILIPS PH2 65MM MAGNET 50,000 UN 2,500000 0,000000 KL VITORIA - COM. D"
"277 PONTEIRA PHILIPS PH2 100MM MAGNET 290,000 UN 2,290000 0,000000 KL VITORIA - COM. D"
"276 PONTEIRA PHILIPS PH2 50 MM MAGNET 120,000 PC 2,620000 0,000000 KL VITORIA - COM. D"
"234 PONTEIRO SDS 14X250MM 3,000 UN 12,620000 0,000000 KL VITORIA-COM.D"
"365 PREGO DE ACO COM CABECA 15X15M 90,000 PC 4,940000 0,000000 KL VITORIA - COM. D"
"496 PRENDEDOR DE CARGA 18,000 UN 24,990000 0,000000"
"254 PROTETOR ELETRONICO 4 SAIDAS 13,000 UN 23,280000 0,000000"
"255 PROTETOR ELETRONICO 6 SAIDAS 9,000 UN 25,660000 0,000000"
"532 PULSEIRA MAGNETICA 30,000 PC 38,130000 0,000000 KL VITORIA - COM. D"
"579 RALO 9 3/4 INOX 509,000 UN 2,150000 0,000000"
"452 RALO DE INOX PARA PIA 5CM 216,000 UN 3,100000 0,000000 SETE MARES COMER"
"568 REBITADEIRA 9 80,000 UN 22,500000 0,000000 SETE MARES COMER"
"562 REF 20005 JOGO DE CHAVES ALLEN HE 58,000 UN 14,220000 0,000000 SETE MARES COMER"
"565 REF 20007 JOGO DE CHAVES CURTA 70,000 UN 14,180000 0,000000 SETE MARES COMER"
"559 REF 50364 CHAVE PHILLIPS 3-16X4 234,000 UN 6,700000 0,000000 SETE MARES COMER"
"59 REF 10515 NIVEL P/ USO EM CONSTRUCA 19,000 UN 11,200000 0,000000 SETE MARES COMER"
"60 REF 10516 NIVEL P/ USO EM CONSTRUCA 27,000 UN 12,640000 0,000000 SETE MARES COMER"
"178 REF 10525 CHAVE UNIVERSAL, MANUAL 113,000 UN 14,810000 0,000000 SETE MARES COMER"
"57 REF 10613 TRENA 7 METRA-NAVY 51,000 UN 16,420000 0,000000 SETE MARES COMER"
"191 REF 16021 TRENA METRICA 5M 5X25 M 78,000 UN 10,800000 0,000000 SETE MARES COMER"
"58 REF 40037 FITA VEDA ROSCA 18X5M 1436,000 UN 1,740000 0,000000 SETE MARES COMER"
"189 REF 50305 ROLO DE PLASTICO P/ PINTUR 68,000 UN 8,340000 0,000000 SETE MARES COMER"
"187 REF 50306 ROLO DE PLASTICO P/ PINTUR 308,000 UN 4,960000 0,000000 SETE MARES COMER"
"177 REF 50309 ALICATE DESENCAPADOR/CRIM 9,000 UN 42,900000 0,000000 SETE MARES COMER"
"185 REF 50326 LUVA DE PLASTICO (PU), P/ L 176,000 UN 4,360000 0,000000 SETE MARES COMER"
"186 REF 50334 LUVA DE PLASTICO (PU), P/ L 252,000 UN 4,360000 0,000000 SETE MARES COMER"
"190 REF 50341 ROLO DE PLASTICO P/ PINTUR -63,000 UN 12,990000 0,000000 SETE MARES COMER"
"210 REF 5039 KIT TERMINAL ELETRICO 91,000 CX 26,540000 0,000000 SETE MARES COMER"
"188 REF 50504 LUVA DE MALHA DE PLASTIC 128,000 UN 4,440000 0,000000 SETE MARES COMER"
Nucleu Tecnologia. 4109 1212
SENNA FIX
LISTAGEM DE PRODUTOS 22/06/2026 11:32:38
página: 9 de 10
Geral
Código Descricao Local. Saldo Un Atacado Varejo Fornecedor
"194 REF 50537 KIT TERMINAL DE ANEL ISO 92,000 CX 15,440000 0,000000 SETE MARES COMER"
"180 REF 50540 KIT TERMINAL TUBULAR EL 44,000 CX 33,520000 0,000000 SETE MARES COMER"
"183 REF 50541 KIT TERMINAL ELETRICO OL 194,000 CX 20,420000 0,000000 SETE MARES COMER"
"181 REF 50542 KIT TERMINAL ELETRICO TI 197,000 CX 20,420000 0,000000 SETE MARES COMER"
"447 REF 5055 CHAVE DE BIELA DE ABERTUR 64,000 UN 13,940000 0,000000 SETE MARES COMER"
"347 REF 88005 CANETA TESTE DETECTORA D 36,000 UN 13,080000 0,000000 SETE MARES COMER"
"179 REF 88051 CHAVE MANDRIL METAL 90,000 UN 27,480000 0,000000 SETE MARES COMER"
"564 REF20008 JOGO DE CHAVES TORX MEDI 60,000 UN 16,600000 0,000000 SETE MARES COMER"
"563 REF20009 JOGO DE CHAVES TORX LONG 58,000 UN 18,720000 0,000000 SETE MARES COMER"
"55 REF50365 CHAVE PHILLIPS 1-4X4 240,000 UN 6,840000 0,000000 SETE MARES COMER"
"56 REF50366 CHAVE PHILLIPS 1-4X6 291,000 UN 7,480000 0,000000 SETE MARES COMER"
"182 REF50543 KIT TERMINAL ELETRICO OL 201,000 CX 22,260000 0,000000 SETE MARES COMER"
"556 REF67016 BICO EXTENSOR DE TORNEIR 111,000 UN 4,600000 0,000000 SETE MARES COMER"
"569 REF90010 BICO EXTENSOR DE TORNEIR 112,000 UN 4,400000 0,000000 SETE MARES COMER"
"151 RESISTENCIA DUCHA C 220V 4000W (L 641,000 UN 2,890000 0,000000 LUSTER IND DE MAT"
"172 RESISTENCIA DUCHA C 5400 W 220 V ( 918,000 UN 4,160000 0,000000 LUSTER IND DE MAT"
"152 RESISTENCIA DUCHA C 5400 W 220 V~ 29,000 UN 4,440000 0,000000 LUSTER IND DE MAT"
"67 RESISTENCIA HS ADVANCED 7500 W 12,000 UN 20,320000 0,000000 TECNO CORTE"
"71 RESISTENCIA HS BELLA ULTRA / BELL 14,000 UN 18,160000 0,000000 TECNO CORTE"
"65 RESISTENCIA HS DUCHINHA SS 5200 W 21,000 UN 9,960000 0,000000 TECNO CORTE"
"68 RESISTENCIA HS FAMINHO 4T 6800 W -62,000 UN 15,990000 0,000000 TECNO CORTE"
"70 RESISTENCIA HS GORDUCHA 3T 5400 W 21,000 UN 12,800000 0,000000 TECNO CORTE"
"66 RESISTENCIA HS GORDUCHA 4T 5800 W 49,000 UN 12,990000 0,000000 TECNO CORTE"
"69 RESISTENCIA HS MAXI DUCHA 5500 W ( 101,000 UN 14,990000 0,000000 TECNO CORTE"
"203 RESISTENCIA L&AMP;C BELLA ULTRA 4 15,000 UN 43,990000 0,000000 AKL COM ELETRICA"
"204 RESISTENCIA L&AMP;C BELLO/MAXI U -73,000 UN 29,280000 0,000000 AKL COM ELETRICA"
"343 RESISTENCIA LOREN SHOWER TIPO LO 3,000 UN 21,610000 0,000000 DIAMETALIC FERRA"
"288 RESISTENCIA LOREN ULTRA 200V 7500 76,000 UN 43,990000 0,000000"
"266 RESISTENCIA TIPO F 3 TEMPERATURAS-5 29,000 UN 18,840000 0,000000"
"342 RESISTENCIA TIPO F. VIDA LOG.4T (HS) -140,000 UN 21,150000 0,000000 DIAMETALIC FERRA"
"158 RESISTENCIA TIPO F4 TEMPERATURA 6 18,000 UN 21,990000 0,000000 TECNO CORTE"
"319 SERRA COPO DE METAL C/ 6 PCS -6,000 UN 8,900000 0,000000 SETE MARES COMER"
"200 SERRA DE MADEIRA TUNGSTENIO 110 76,000 UN 17,990000 0,000000 STONE DIAMOND TO"
"572 SERRA DE TUNGSTENIO 110X20MM 100,000 UN 16,000000 0,000000 STONE DIAMOND TO"
"552 SERRA MANUAL ACO FLEX 1218 80,000 PE 2,210000 0,000000 COLLINS"
"553 SERRA MANUAL ACO FLEX 1224 100,000 PE 2,210000 0,000000 COLLINS"
"197 SERRA WIDEA 4.3/8""X1.2X24D 208,000 UN 8,900000 0,000000 STONE DIAMOND TO"
"360 SILICONE ACETICO INCOLOR, 26OG 12,000 UN 15,760000 0,000000 KL VITORIA - COM. D"
"469 SOQUETE BAKELITE COM RABICHO 28,000 UN 1,890000 0,000000 APLASTEC"
"260 SOQUETE PORCELANA A GRANEL 64,000 UN 3,820000 0,000000"
"259 SOQUETE PORTA LAMPADA A GRANEL 37,000 UN 5,240000 0,000000"
"147 SQ ABRACADEIRA ALEMA 19-25MM 0,000 PC 96,000000 0,000000 SQ COMERCIO E DIS"
"139 SQ ABRACADEIRA DE NYLON 3,6X150 142,000 UN 5,600000 0,000000 SQ COMERCIO E DIS"
"10 SQ ABRACADEIRA DE NYLON 4,8X200 5,000 UN 9,760000 0,000000 SQ COMERCIO E DIS"
"142 SQ ABRACADEIRA DE NYLON 4.8X250 9,000 UN 11,080000 0,000000 SQ COMERCIO E DIS"
"26 SQ ABRACADEIRA DE NYLON 4.8X280 31,000 UN 13,960000 0,000000 SQ COMERCIO E DIS"
"18 SQ ABRACADEIRA DE NYLON 7.2*300 3,000 UN 26,120000 0,000000 SQ COMERCIO E DIS"
"17 SQ ABRACADEIRA EM METAL ALEMA 1 0,000 PC 88,000000 0,000000 SQ COMERCIO E DIS"
"28 SQ ABRACADEIRA EM METAL C/ BORBO 989,000 PC 108,000000 0,000000 SETE MARES COMER"
"29 SQ BOMBA DE AR DE PE DE ALUMINIO 24,000 UN 27,000000 0,000000 SETE MARES COMER"
"138 SQ CHAVE PARA MANDRIL 10-13MM*7 241,000 UN 3,160000 0,000000 SQ COMERCIO E DIS"
Nucleu Tecnologia. 4109 1212
SENNA FIX
LISTAGEM DE PRODUTOS 22/06/2026 11:32:38
página: 10 de 10
Geral
Código Descricao Local. Saldo Un Atacado Varejo Fornecedor
"135 SQ COLA PARA PEGAR ROEDORES 192,000 UN 2,680000 0,000000 SQ COMERCIO E DIS"
"34 SQ FITA ADESIVA DUPLA FACE 3,000 UN 7,990000 0,000000 SQ COMERCIO E DIS"
"33 SQ FITA ADESIVA DUPLA FACE 2MX1,8 1,000 UN 5,560000 0,000000 SQ COMERCIO E DIS"
"4 SQ JOGO DE CHAVE HEXAGONAL 111,000 UN 4,770000 0,000000 SQ COMERCIO E DIS"
"5 SQ JOGO DE CHAVE HEXAGONAL C/ 8 91,000 UN 5,560000 0,000000 SQ COMERCIO E DIS"
"25 SQ MACARICO A GAS RECARREGAVEL 24,000 UN 23,720000 0,000000 SQ COMERCIO E DIS"
"137 SQ MULTIMETRO DIGITAL COM BIP 27,000 UN 26,820000 0,000000 SQ COMERCIO E DIS"
"15 SQ PISTOLA DE COLA QUENTE 81,000 UN 19,280000 0,000000 SQ COMERCIO E DIS"
"27 SQ PISTOLA DE COLA QUENTE 37,000 UN 26,560000 0,000000 SQ COMERCIO E DIS"
"19 SQ RALO DE PIA 5,4CM 0,000 UN 2,800000 0,000000 SQ COMERCIO E DIS"
"30 SQ RALO DE PIA EM METAL 7,CM 11,000 UN 3,440000 0,000000 SQ COMERCIO E DIS"
"31 SQ RALO DE PIA EM METAL 9CM -7,000 UN 4,990000 0,000000 SQ COMERCIO E DIS"
"6 SQ REBITADEIRA MANUAL EM METAL 20,000 UN 24,960000 0,000000 SQ COMERCIO E DIS"
"62 SR0093 - ALICATE UNIVERSAL 8 4X12 ( 0,000 UN 25,990000 0,000000 STARTOOLS FERRA"
"36 SR0094 - ALICATE BICO 6 4X12 31,000 UN 18,430000 0,000000 STARTOOLS FERRA"
"37 SR0095 - ALICATE CORTE 6 4X12 (STAR 33,000 UN 23,660000 0,000000 STARTOOLS FERRA"
"39 SR0116 - MARTELO MADEIRA PQ (STAR 1,000 UN 25,680000 0,000000 STARTOOLS FERRA"
"40 SR0117 - MARTELO MADEIRA GD (STAR 14,000 UN 22,320000 0,000000 STARTOOLS FERRA"
"42 SR0411 -MARTELO CABO CURTO EMBOR -3,000 UN 18,390000 0,000000 STARTOOLS FERRA"
"533 SUPORTE PARA LIXA DE VELCRO 125M 49,000 PC 12,000000 0,000000 KL VITORIA - COM. D"
"405 SUPORTE PARA TV ULTRA NA CAIXA -10,000 UN 9,900000 0,000000 APLASTEC"
"107 TALHADEIRA SDS 14 X 250 X 20MM (E 0,000 UN 12,000000 0,000000 KL VITORIA - COM. D"
"235 TALHADEIRA SDS 14X250X40MM LARG 0,000 UN 17,990000 0,000000 KL VITORIA-COM.D"
"169 TOMADA DE SOBREPOR 10 A 119,000 UN 2,890000 0,000000 LUSTER IND DE MAT"
"156 TOMADA DE SOBREPOR 20 A 154,000 UN 4,700000 0,000000 LUSTER IND DE MAT"
"479 TOMADA DESMONTAVEL PINO FEMEA 2 0,000 UN 2,750000 0,000000 APLASTEC"
"476 TOMADA DESMONTAVEL PINO FEMEA 2 100,000 UN 4,990000 0,000000 APLASTEC"
"475 TOMADA DESMOTAVEL PINO FEMEA 2 93,000 UN 4,260000 0,000000 APLASTEC"
"175 TOMADA FEMEA 8,000 UN 2,610000 0,000000 LUSTER IND DE MAT"
"155 TOMADA FÊMEA - PTO 300,000 UN 2,610000 0,000000 LUSTER IND DE MAT"
"253 TOMADA SLIM 10A 2P+T BRANCA A GR 47,000 UN 3,040000 0,000000"
"246 TOMADA SLIM 10A 2P+T PRETA A GRA 48,000 UN 2,900000 0,000000 APLASTEC"
"247 TOMADA SLIM 20A 2P+T PRETA A GRA 24,000 UN 3,640000 0,000000"
"249 TOMADA SLIM 20A 2P+T PRETA A GRA 34,000 UN 3,490000 0,000000"
"397 TRENA 10 METROS 14,000 UN 19,800000 0,000000 SETE MARES COMER"
"400 TRENA 3 M X19MM 63,000 UN 7,780000 0,000000 SETE MARES COMER"
"362 TRENA 5M X 25MM, ACO INOXIDAVEL, 4,000 UN 107,400000 0,000000 KL VITORIA - COM. D"
"361 TRENA 5M X 25MM,ACO INOXIDAVEL, M 4,000 UN 108,820000 0,000000 KL VITORIA - COM. D"
"363 TRENA 5MX25MM, ACO INOXIDAVEL, M 4,000 UN 124,360000 0,000000 KL VITORIA - COM. D"
"381 TRENA MANUAL 5MX25MM LARANJA 208,000 UN 10,800000 0,000000 SETE MARES COMER"
"61 TRENA TRANSPARENTE 5M 250,000 UN 10,800000 0,000000 SETE MARES COMER"
"225 V-12 (BRANCO) ADAPTADOR ARTICULAD 26,000 UN 8,100000 0,000000"
"Total de itens: 501 42256,000"
Nucleu Tecnologia. 4109 1212
